Role,Index,Pose Index,Visible,Activity Miner Focus,Fav,Structure,Title,Radial Plot,Ref,Protein,MW,#Atoms,SlogP,TPSA,Flexibility,#RB,Rof5,Filename,Tags,Confs,Conf Energy,Poses,Notes,Activity (Primary),LE (Primary),LipE (Primary),LF Rank Score,LF dG,LF VSscore,LF LE,IDNUMBER,Chemical_Name,CAS,PriceCoeff,Description,FSP3,clogP,H-acceptors,H-donors,RotBonds,HAC,Collection,PPDS,LCTNUMBER
LC_Fsp3-enriched_Screening_Compound_Library,17418,1,FALSE,,FALSE,O=C(Nc1ccccc1)CSC=2C=3CCCCC3N(CCC[NH+]4CCOCC4)C(=O)N2,F2686-0219_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,443.6,31,3.7,75.4,8.7,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.578,-9.982,-10.74,-0.322,F2686-0219,"2-({1-[3-(morpholin-4-yl)propyl]-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)-N-phenylacetamide",899749-37-2,1,solid,0.52,2.25,4,2,8,31,General,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,17421,1,FALSE,,FALSE,O=C(Nc1cc(on1)C)CSC=2C=3CCCCC3N(CCC[NH+]4CCOCC4)C(=O)N2,F2686-0243_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,448.6,31,2.5,101.5,8.7,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.054,-9.705,-10.221,-0.313,F2686-0243,"N-(5-methyl-1,2-oxazol-3-yl)-2-({1-[3-(morpholin-4-yl)propyl]-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)acetamide",899950-69-7,1,solid,0.62,1.3,6,2,8,31,General,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,17424,1,FALSE,,FALSE,Clc1c(ccc(NC(=O)CSC=2C=3CCCCC3N(CCC[NH+](C)C)C(=O)N2)c1)C,F2686-0349_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,450,30,5,66.2,7.7,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.768,-10.714,-11.184,-0.357,F2686-0349,"N-(3-chloro-4-methylphenyl)-2-({1-[3-(dimethylamino)propyl]-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)acetamide",899749-61-2,1,solid,0.5,3.86,3,2,8,30,General,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,18313,1,FALSE,,FALSE,O=C(NC[C@H]1CCCO1)CSC=2C=3CCCCC3N(Cc4ccncc4)C(=O)N2,F2725-0906_D_D (1),,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,414.5,29,3.3,83.9,8,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.259,-9.473,-10.144,-0.327,F2725-0906,"2-({2-oxo-1-[(pyridin-4-yl)methyl]-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)-N-[(oxolan-2-yl)methyl]acetamide",899957-62-1,1.5,solid,0.52,0.85,5,2,7,29,Advanced,,LCT00829
LC_Fsp3-enriched_Screening_Compound_Library,18325,1,FALSE,,FALSE,O=C(NC1CCCCC1)CSC=2C=3CCCC3N(Cc4cnccc4)C(=O)N2,F2725-0962_D_D (1),,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,398.5,28,4,74.7,7,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.391,-9.897,-10.346,-0.353,F2725-0962,"N-cyclohexyl-2-({2-oxo-1-[(pyridin-3-yl)methyl]-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",933251-55-9,1,solid,0.52,1.47,4,2,6,28,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,18326,1,FALSE,,FALSE,O=C(NC1CCCCC1)CSC=2C=3CCCC3N(Cc4cnccc4)C(=O)N2,F2725-0962_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,398.5,28,4,74.7,7,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,7,,No Primary Activity Set,Invalid,Invalid,-7.863,-9.468,-9.769,-0.338,F2725-0962,"N-cyclohexyl-2-({2-oxo-1-[(pyridin-3-yl)methyl]-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",933251-55-9,1,solid,0.52,1.47,4,2,6,28,General,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,18336,1,FALSE,,FALSE,O=C(NC1CCCCC1)CSC=2C=3CCCC3N(Cc4ccco4)C(=O)N2,F2725-0968_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,387.5,27,3.7,74.9,7,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,9,,No Primary Activity Set,Invalid,Invalid,-8.993,-9.733,-10.307,-0.36,F2725-0968,"N-cyclohexyl-2-({1-[(furan-2-yl)methyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",946244-58-2,1.5,solid,0.55,2.15,4,1,6,27,Advanced,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,18337,1,FALSE,,FALSE,O=C(NC1CCCCC1)CSC=2C=3CCCC3N(Cc4ccco4)C(=O)N2,F2725-0968_D_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,387.5,27,3.7,74.9,7,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.691,-9.654,-10.051,-0.358,F2725-0968,"N-cyclohexyl-2-({1-[(furan-2-yl)methyl]-2-oxo-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",946244-58-2,1.5,solid,0.55,2.15,4,1,6,27,Advanced,,LCT00827
LC_Fsp3-enriched_Screening_Compound_Library,19642,1,FALSE,,FALSE,O=C(NC1CCCCC1)CSC=2C=3CCCC3N(C[C@@H]4CCCO4)C(=O)N2,F2861-0003_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,391.5,27,3.6,71,7.5,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.028,-9.573,-9.877,-0.355,F2861-0003,"N-cyclohexyl-2-({2-oxo-1-[(oxolan-2-yl)methyl]-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",899756-16-2,1.5,solid,0.75,1.76,4,1,6,27,Advanced,,LCT01207
LC_Fsp3-enriched_Screening_Compound_Library,19647,1,FALSE,,FALSE,O=C(Nc1ccccc1C)CSC=2C=3CCCC3N(C[C@@H]4CCCO4)C(=O)N2,F2861-0006_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,399.5,28,4.1,71,5.8,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.017,-9.649,-10.267,-0.345,F2861-0006,"N-(2-methylphenyl)-2-({2-oxo-1-[(oxolan-2-yl)methyl]-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",899756-19-5,1,solid,0.48,1.55,4,1,6,28,General,,LCT01207
LC_Fsp3-enriched_Screening_Compound_Library,19650,1,FALSE,,FALSE,O=C1N=C(SCC(=O)Nc2cccc(c2)C)C=3CCCC3N1C[C@@H]4CCCO4,F2861-0007_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,399.5,28,4.1,71,5.8,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-10.129,-9.972,-10.69,-0.356,F2861-0007,"N-(3-methylphenyl)-2-({2-oxo-1-[(oxolan-2-yl)methyl]-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",899951-60-1,1,solid,0.48,2.2,4,1,6,28,General,,LCT01207
LC_Fsp3-enriched_Screening_Compound_Library,19653,1,FALSE,,FALSE,O=C(Nc1ccc2c(OCO2)c1)CSC=3C=4CCCC4N(C[C@@H]5CCCO5)C(=O)N3,F2861-0026_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,429.5,30,3.5,89.5,5.8,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-10.602,-10.331,-10.839,-0.344,F2861-0026,"N-(2H-1,3-benzodioxol-5-yl)-2-({2-oxo-1-[(oxolan-2-yl)methyl]-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",899993-30-7,1,solid,0.48,1.76,6,1,6,30,General,,LCT01207
LC_Fsp3-enriched_Screening_Compound_Library,19656,1,FALSE,,FALSE,O=C(Nc1ccc2c(OCCO2)c1)CSC=3C=4CCCC4N(C[C@@H]5CCCO5)C(=O)N3,F2861-0027_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,443.5,31,3.6,89.5,6.2,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-10.541,-10.519,-11.038,-0.339,F2861-0027,"N-(2,3-dihydro-1,4-benzodioxin-6-yl)-2-({2-oxo-1-[(oxolan-2-yl)methyl]-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",899756-22-0,1,solid,0.5,1.72,6,1,6,31,General,,LCT01207
LC_Fsp3-enriched_Screening_Compound_Library,19668,1,FALSE,,FALSE,O=C(NCCc1ccccc1)CSC=2C=3CCCC3N(C[C@@H]4CCCO4)C(=O)N2,F2861-0039_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,413.5,29,3.5,71,8.5,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.324,-9.752,-10.273,-0.336,F2861-0039,"2-({2-oxo-1-[(oxolan-2-yl)methyl]-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)-N-(2-phenylethyl)acetamide",899756-28-6,1,solid,0.5,1.82,4,1,8,29,General,,LCT01207
LC_Fsp3-enriched_Screening_Compound_Library,19681,1,FALSE,,FALSE,O=C1N=C(SCC(=O)Nc2nccs2)C=3CCCC3N1C[C@@H]4CCCO4,F2861-0046_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,392.5,26,3.3,83.9,5.8,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.966,-9.686,-9.923,-0.373,F2861-0046,"2-({2-oxo-1-[(oxolan-2-yl)methyl]-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)-N-(1,3-thiazol-2-yl)acetamide",899756-32-2,1.5,solid,0.53,0.94,5,1,6,26,Advanced,,LCT01207
LC_Fsp3-enriched_Screening_Compound_Library,19684,1,FALSE,,FALSE,O=C1N=C(SCC(=O)Nc2nc(cs2)C)C=3CCCC3N1C[C@@H]4CCCO4,F2861-0047_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,406.5,27,3.6,83.9,5.8,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.257,-10.225,-10.557,-0.379,F2861-0047,"N-(4-methyl-1,3-thiazol-2-yl)-2-({2-oxo-1-[(oxolan-2-yl)methyl]-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",899951-70-3,1.5,solid,0.56,1.44,5,1,6,27,Advanced,,LCT01207
LC_Fsp3-enriched_Screening_Compound_Library,19687,1,FALSE,,FALSE,O=C(NCc1ccc(C)cc1)CSC=2C=3CCCC3N(C[C@@H]4CCCO4)C(=O)N2,F2861-0070_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,413.5,29,3.8,71,7.5,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.38,-9.508,-10.179,-0.328,F2861-0070,"N-[(4-methylphenyl)methyl]-2-({2-oxo-1-[(oxolan-2-yl)methyl]-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",899993-44-3,1,solid,0.5,2.1,4,1,7,29,General,,LCT01207
LC_Fsp3-enriched_Screening_Compound_Library,19690,1,FALSE,,FALSE,O=C(NCc1ccccc1OC)CSC=2C=3CCCC3N(C[C@@H]4CCCO4)C(=O)N2,F2861-0071_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,429.5,30,3.5,80.2,8,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.945,-9.462,-10.11,-0.315,F2861-0071,"N-[(2-methoxyphenyl)methyl]-2-({2-oxo-1-[(oxolan-2-yl)methyl]-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-4-yl}sulfanyl)acetamide",899756-40-2,1,solid,0.5,1.52,5,1,8,30,General,,LCT01207
LC_Fsp3-enriched_Screening_Compound_Library,19696,1,FALSE,,FALSE,Clc1ccc(CSC=2C=3CCCC3N(C[C@@H]4CCCO4)C(=O)N2)cc1,F2861-0088_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,376.9,25,5.1,41.9,5.5,5,1,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.104,-9.555,-10.099,-0.382,F2861-0088,"4-{[(4-chlorophenyl)methyl]sulfanyl}-1-[(oxolan-2-yl)methyl]-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-2-one",899993-47-6,1.5,solid,0.47,3.45,3,0,5,25,Advanced,,LCT01207
LC_Fsp3-enriched_Screening_Compound_Library,19699,1,FALSE,,FALSE,Brc1ccc(CSC=2C=3CCCC3N(C[C@@H]4CCCO4)C(=O)N2)cc1,F2861-0090_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,421.4,25,5.2,41.9,5.5,5,1,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.531,-9.829,-10.338,-0.393,F2861-0090,"4-{[(4-bromophenyl)methyl]sulfanyl}-1-[(oxolan-2-yl)methyl]-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-2-one",899756-44-6,1,solid,0.47,3.6,3,0,5,25,General,,LCT01207
LC_Fsp3-enriched_Screening_Compound_Library,19710,1,FALSE,,FALSE,O=C(Nc1ccccc1)CSC=2C=3CCCCC3N(C[C@@H]4CCCO4)C(=O)N2,F2861-0104_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,399.5,28,4.2,71,6.2,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.168,-9.609,-10.152,-0.343,F2861-0104,"2-({2-oxo-1-[(oxolan-2-yl)methyl]-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)-N-phenylacetamide",899756-46-8,1.5,solid,0.48,2.26,4,1,6,28,Advanced,,LCT01208
LC_Fsp3-enriched_Screening_Compound_Library,19713,1,FALSE,,FALSE,O=C(Nc1ccc2c(OCO2)c1)CSC=3C=4CCCCC4N(C[C@@H]5CCCO5)C(=O)N3,F2861-0125_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,443.5,31,3.9,89.5,6.2,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.486,-9.835,-10.59,-0.317,F2861-0125,"N-(2H-1,3-benzodioxol-5-yl)-2-({2-oxo-1-[(oxolan-2-yl)methyl]-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)acetamide",899951-78-1,1,solid,0.5,2.32,6,1,6,31,General,,LCT01208
LC_Fsp3-enriched_Screening_Compound_Library,19727,1,FALSE,,FALSE,O=C(N1c2ccccc2CCC1)CSC=3C=4CCCCC4N(C[C@@H]5CCCO5)C(=O)N3,F2861-0143_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,439.6,31,4.5,62.2,6.7,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.597,-10.115,-11.033,-0.326,F2861-0143,"4-{[2-oxo-2-(1,2,3,4-tetrahydroquinolin-1-yl)ethyl]sulfanyl}-1-[(oxolan-2-yl)methyl]-1,2,5,6,7,8-hexahydroquinazolin-2-one",899951-82-7,1,solid,0.54,3.01,4,0,6,31,General,,LCT01208
LC_Fsp3-enriched_Screening_Compound_Library,19733,1,FALSE,,FALSE,O=C(Nc1nc(C)cs1)CSC=2C=3CCCCC3N(C[C@@H]4CCCO4)C(=O)N2,F2861-0146_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,420.5,28,4,83.9,6.2,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.889,-10.346,-10.53,-0.37,F2861-0146,"N-(4-methyl-1,3-thiazol-2-yl)-2-({2-oxo-1-[(oxolan-2-yl)methyl]-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)acetamide",899756-54-8,1.5,solid,0.58,2,5,1,6,28,Advanced,,LCT01208
LC_Fsp3-enriched_Screening_Compound_Library,19738,1,FALSE,,FALSE,O=C(Nc1cccc(c1)C(=O)C)CSC=2C=3CCCCC3N(C[C@@H]4CCCO4)C(=O)N2,F2861-0155_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,441.5,31,4.4,88.1,6.5,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.544,-9.985,-10.547,-0.322,F2861-0155,"N-(3-acetylphenyl)-2-({2-oxo-1-[(oxolan-2-yl)methyl]-1,2,5,6,7,8-hexahydroquinazolin-4-yl}sulfanyl)acetamide",899951-86-1,1,solid,0.48,2.17,5,1,7,31,General,,LCT01208
LC_Fsp3-enriched_Screening_Compound_Library,19875,1,FALSE,,FALSE,O=C(N1c2ccccc2CCC1)CSC=3C=4CCCC4N(CCCO)C(=O)N3,F2867-0302_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,399.5,28,3.7,73.2,7.7,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.88,-10.767,-11.581,-0.385,F2867-0302,"1-(3-hydroxypropyl)-4-{[2-oxo-2-(1,2,3,4-tetrahydroquinolin-1-yl)ethyl]sulfanyl}-1H,2H,5H,6H,7H-cyclopenta[d]pyrimidin-2-one",942013-40-3,1,solid,0.48,1.68,4,1,7,28,General,,LCT01216
LC_Fsp3-enriched_Screening_Compound_Library,19889,1,FALSE,,FALSE,O=C(Nc1ccc2c(OCCO2)c1)CSC=3C=4CCCCC4N(CCCO)C(=O)N3,F2867-0399_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,431.5,30,3.6,100.5,8.2,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.53,-10.149,-10.806,-0.338,F2867-0399,"N-(2,3-dihydro-1,4-benzodioxin-6-yl)-2-{[1-(3-hydroxypropyl)-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl]sulfanyl}acetamide",941888-25-1,1,solid,0.48,1.51,6,2,7,30,General,,LCT01217
LC_Fsp3-enriched_Screening_Compound_Library,19892,1,FALSE,,FALSE,OCCCN1C(=O)N=C(SCC(=O)NCc2ccc3c(OCO3)c2)C=4CCCCC41,F2867-0410_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,431.5,30,3.2,100.5,9.5,9,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.287,-10.571,-10.783,-0.352,F2867-0410,"N-[(2H-1,3-benzodioxol-5-yl)methyl]-2-{[1-(3-hydroxypropyl)-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl]sulfanyl}acetamide",942013-44-7,1,solid,0.48,1.36,6,2,8,30,General,,LCT01217
LC_Fsp3-enriched_Screening_Compound_Library,19897,1,FALSE,,FALSE,OCCCN1C(=O)N=C(SCc2cnccc2)C=3CCCCC31,F2867-0415_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,331.4,23,3.7,65.8,7.5,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.905,-10.237,-10.366,-0.445,F2867-0415,"1-(3-hydroxypropyl)-4-{[(pyridin-3-yl)methyl]sulfanyl}-1,2,5,6,7,8-hexahydroquinazolin-2-one",899743-32-9,1,solid,0.47,1.03,4,2,6,23,General,,LCT01217
LC_Fsp3-enriched_Screening_Compound_Library,19908,1,FALSE,,FALSE,O=C(Nc1cc(on1)C)CSC=2C=3CCCCC3N(CCCO)C(=O)N2,F2867-0425_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,378.4,26,2.5,108,7.7,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-7.981,-9.636,-10.12,-0.371,F2867-0425,"2-{[1-(3-hydroxypropyl)-2-oxo-1,2,5,6,7,8-hexahydroquinazolin-4-yl]sulfanyl}-N-(5-methyl-1,2-oxazol-3-yl)acetamide",899974-05-1,1.5,solid,0.53,0.55,6,2,7,26,Advanced,,LCT01217
LC_Fsp3-enriched_Screening_Compound_Library,19916,1,FALSE,,FALSE,OCCCN1C(=O)N=C(SCc2ccccn2)C=3CCCCC31,F2867-0434_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,331.4,23,3.7,65.8,7.5,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,9,,No Primary Activity Set,Invalid,Invalid,-9.328,-9.985,-10.03,-0.434,F2867-0434,"1-(3-hydroxypropyl)-4-{[(pyridin-2-yl)methyl]sulfanyl}-1,2,5,6,7,8-hexahydroquinazolin-2-one",899743-38-5,1,solid,0.47,1.03,4,2,6,23,General,,LCT01217
LC_Fsp3-enriched_Screening_Compound_Library,20326,1,FALSE,,FALSE,O=C1c2c(sc(N3CCCC3)n2)C(=NN1CC(=O)NC4CCCC4)c5cccs5,F2927-0874_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,429.6,29,3.1,77.9,4.3,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.825,-9.603,-10.113,-0.331,F2927-0874,"N-cyclopentyl-2-[4-oxo-2-(pyrrolidin-1-yl)-7-(thiophen-2-yl)-4H,5H-[1,3]thiazolo[4,5-d]pyridazin-5-yl]acetamide",1105233-18-8,1,solid,0.5,1.24,4,3,5,29,General,,LCT01350
LC_Fsp3-enriched_Screening_Compound_Library,20409,1,FALSE,,FALSE,Clc1ccc(S(=O)(=O)N2CCC(CC2)C(=O)Nc3nc4c(s3)CCCC4)cc1,F2967-0665_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,440,28,3.7,79.4,4.7,4,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-7.945,-9.689,-10.191,-0.346,F2967-0665,"1-(4-chlorobenzenesulfonyl)-N-(4,5,6,7-tetrahydro-1,3-benzothiazol-2-yl)piperidine-4-carboxamide",941981-87-9,1,solid,0.47,3.89,4,1,4,28,General,,LCT01527
LC_Fsp3-enriched_Screening_Compound_Library,20414,1,FALSE,,FALSE,O=S(=O)(N1CCC(CC1)C(=O)Nc2nc3c(s2)CCCC3)c4ccc(OC)cc4,F2969-0665_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,435.6,29,3.1,88.6,5.2,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-7.827,-9.68,-10.151,-0.334,F2969-0665,"1-(4-methoxybenzenesulfonyl)-N-(4,5,6,7-tetrahydro-1,3-benzothiazol-2-yl)piperidine-4-carboxamide",941893-18-1,1,solid,0.5,3.35,5,1,5,29,General,,LCT01527
LC_Fsp3-enriched_Screening_Compound_Library,20417,1,FALSE,,FALSE,O=S(=O)(N1CCC(CC1)C(=O)Nc2nc3c(s2)C[C@@H](CC3)C)c4ccc(OC)cc4,F2969-0666_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,449.6,30,3.3,88.6,5.2,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-7.6,-9.792,-10.202,-0.326,F2969-0666,"1-(4-methoxybenzenesulfonyl)-N-(6-methyl-4,5,6,7-tetrahydro-1,3-benzothiazol-2-yl)piperidine-4-carboxamide",941982-14-5,1.5,solid,0.52,3.86,5,1,5,30,Advanced,,LCT04261
LC_Fsp3-enriched_Screening_Compound_Library,23769,1,FALSE,,FALSE,O=C(N1CCN(CC1)c2cccc[nH+]2)CCC3=Nc4c(c5c(s4)CCCCC5)C(=O)N3,F3382-6975_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,438.6,31,3.3,79.1,5.7,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-10.68,-10.19,-13.487,-0.329,F3382-6975,"5-{3-oxo-3-[4-(pyridin-2-yl)piperazin-1-yl]propyl}-8-thia-4,6-diazatricyclo[7.5.0.0^{2,7}]tetradeca-1(9),2(7),5-trien-3-one",950345-73-0,1,solid,0.48,2.44,5,4,5,31,General,,LCT06994
LC_Fsp3-enriched_Screening_Compound_Library,23772,1,FALSE,,FALSE,O=C(N1CC[NH+](C2CCCCC2)CC1)CCC3=Nc4c(c5c(s4)CCCCC5)C(=O)N3,F3382-6976_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,443.6,31,4,66.2,6.5,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-10.006,-10.144,-13.152,-0.327,F3382-6976,"5-[3-(4-cyclohexylpiperazin-1-yl)-3-oxopropyl]-8-thia-4,6-diazatricyclo[7.5.0.0^{2,7}]tetradeca-1(9),2(7),5-trien-3-one",950314-24-6,1,solid,0.71,3.78,4,3,5,31,General,,LCT06994
